title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link
ETL工程师,上海,硕士,在校/应届,智脉数据有限公司,50-150人,国企,16-21K,"数据仓库, sql, spark, hive, etl",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据仓库、sql、spark、hive、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00219
Python开发工程师,南京,本科,3-5年,星脉数据有限公司,2000人以上,国企,13-18K·14薪,"linux, docker, python, flask, 爬虫",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、docker、python、flask、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00220
BI工程师,武汉,硕士,1-3年,云数智能有限公司,50-150人,民营,1.4-2.0万/月,"数据可视化, sql, etl, powerbi, excel",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据可视化、sql、etl、powerbi、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00221
算法工程师,杭州,本科,经验不限,智途网络有限公司,150-500人,合资,1.4-2.3万/月,"深度学习, 推荐系统, nlp, 机器学习, python",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：深度学习、推荐系统、nlp、机器学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00222
数据挖掘工程师,成都,硕士,1-3年,星图数据有限公司,50-150人,民营,14-18K,"spark, 机器学习, 统计学, sql, python",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：spark、机器学习、统计学、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00223
数据分析师,武汉,大专,1-3年,海途科技有限公司,少于50人,民营,12-16K·14薪,"统计学, 数据可视化, excel, python, pandas",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：统计学、数据可视化、excel、python、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-03,https://job.example.com/42_00224
数据产品经理,广州,本科,3-5年,蓝创智能有限公司,50-150人,合资,1.5-1.9万/月,"excel, 数据可视化, sql, 需求分析, 用户研究",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、数据可视化、sql、需求分析、用户研究。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-07,https://job.example.com/42_00225
Python开发工程师,上海,硕士,在校/应届,蓝帆科技有限公司,2000人以上,合资,1.6-2.4万/月,"flask, linux, docker, django, sql",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flask、linux、docker、django、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-01,https://job.example.com/42_00226
数据分析师,北京,大专,经验不限,云图科技有限公司,150-500人,国企,12-19K·13薪,"python, 数据可视化, numpy, sql, 统计学",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、数据可视化、numpy、sql、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-07,https://job.example.com/42_00227
Python开发工程师,广州,学历不限,经验不限,云脉科技有限公司,少于50人,国企,1.0-1.8万/月,"爬虫, docker, django, flask, linux",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：爬虫、docker、django、flask、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-16,https://job.example.com/42_00228
数据产品经理,杭州,大专,经验不限,启数软件有限公司,500-2000人,合资,10-14K,"sql, excel, 需求分析, 数据可视化, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、excel、需求分析、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00229
数据分析师,广州,本科,1-3年,启脉网络有限公司,2000人以上,民营,1.4-2.4万/月,"数据可视化, numpy, 统计学, excel, python",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据可视化、numpy、统计学、excel、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00230
Python开发工程师,武汉,硕士,经验不限,智图智能有限公司,2000人以上,国企,1.3-1.7万/月,"python, docker, django, 爬虫, flask",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、docker、django、爬虫、flask。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00231
机器学习工程师,南京,本科,3-5年,海帆智能有限公司,500-2000人,合资,1.3-2.3万/月,"nlp, tensorflow, 机器学习, 深度学习, python",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：nlp、tensorflow、机器学习、深度学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-12,https://job.example.com/42_00232
机器学习工程师,成都,本科,经验不限,启合智能有限公司,500-2000人,民营,1.2-2.0万/月,"pytorch, 机器学习, tensorflow, nlp, python",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：pytorch、机器学习、tensorflow、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-16,https://job.example.com/42_00233
数据产品经理,北京,本科,1-3年,锐帆软件有限公司,150-500人,外资,1.6-2.6万/月,"产品设计, 数据可视化, 用户研究, excel, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：产品设计、数据可视化、用户研究、excel、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-13,https://job.example.com/42_00234
数据运营,南京,大专,3-5年,蓝数网络有限公司,2000人以上,上市公司,11-14K,"数据可视化, 用户增长, excel, 数据分析, python",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、用户增长、excel、数据分析、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00235
数据挖掘工程师,武汉,本科,1-3年,启脉数据有限公司,150-500人,民营,1.1-1.5万/月,"pandas, 机器学习, 统计学, python, spark",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pandas、机器学习、统计学、python、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00236
数据产品经理,广州,硕士,经验不限,智帆智能有限公司,50-150人,国企,薪资面议,"用户研究, 数据可视化, 产品设计, sql, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：用户研究、数据可视化、产品设计、sql、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00237
BI工程师,武汉,硕士,3-5年,智帆数据有限公司,500-2000人,上市公司,1.7-2.5万/月,"tableau, powerbi, 数据可视化, excel, etl",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：tableau、powerbi、数据可视化、excel、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-10,https://job.example.com/42_00238
机器学习工程师,深圳,本科,3-5年,锐创网络有限公司,少于50人,外资,19-26K·16薪,"nlp, 深度学习, pytorch, tensorflow, python",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：nlp、深度学习、pytorch、tensorflow、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-25,https://job.example.com/42_00239
数据分析师,上海,本科,1-3年,蓝图网络有限公司,50-150人,民营,1.6-2.2万/月,"sql, python, excel, 统计学, numpy",数据分析师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、python、excel、统计学、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00240
数据分析师,成都,学历不限,1-3年,启帆智能有限公司,150-500人,民营,1.2-2.1万/月,"python, 数据可视化, excel, sql, pandas",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、数据可视化、excel、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00241
算法工程师,北京,本科,3-5年,智创智能有限公司,2000人以上,国企,1.8-2.5万/月,"机器学习, 算法, 推荐系统, 深度学习, python",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、算法、推荐系统、深度学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00242
数据挖掘工程师,上海,本科,在校/应届,蓝创网络有限公司,50-150人,国企,13-16K,"统计学, pandas, python, sql, spark",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：统计学、pandas、python、sql、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00243
数据挖掘工程师,北京,本科,1-3年,锐数科技有限公司,150-500人,上市公司,16-20K·16薪,"pandas, python, spark, 数据挖掘, 机器学习",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：pandas、python、spark、数据挖掘、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00244
数据挖掘工程师,武汉,硕士,3-5年,蓝数网络有限公司,50-150人,上市公司,15-19K·15薪,"sql, python, 数据挖掘, 机器学习, 统计学",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、python、数据挖掘、机器学习、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00245
数据产品经理,深圳,大专,3-5年,智途软件有限公司,150-500人,上市公司,1.4-2.2万/月,"用户研究, 需求分析, 数据可视化, sql, excel",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：用户研究、需求分析、数据可视化、sql、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-05,https://job.example.com/42_00246
数据运营,南京,硕士,经验不限,星脉智能有限公司,2000人以上,民营,12-18K·16薪,"数据可视化, sql, python, 用户增长, excel",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、sql、python、用户增长、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00247
BI工程师,上海,本科,3-5年,启图网络有限公司,少于50人,民营,面议,"excel, 数据可视化, sql, powerbi, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、数据可视化、sql、powerbi、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-03,https://job.example.com/42_00248
数据运营,上海,硕士,5-10年,启数科技有限公司,500-2000人,民营,20-23K·15薪,"sql, 数据可视化, 用户增长, python, 数据分析",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、数据可视化、用户增长、python、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-10,https://job.example.com/42_00249
算法工程师,上海,本科,5-10年,启合科技有限公司,500-2000人,国企,19-28K·16薪,"nlp, 机器学习, 推荐系统, python, 算法",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：nlp、机器学习、推荐系统、python、算法。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00250
大数据开发工程师,广州,本科,3-5年,星途科技有限公司,少于50人,上市公司,15-22K,"sql, linux, hadoop, java, hive",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、linux、hadoop、java、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00251
机器学习工程师,武汉,大专,5-10年,智数数据有限公司,少于50人,国企,1.3-2.3万/月,"pytorch, 机器学习, nlp, python, 深度学习",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：pytorch、机器学习、nlp、python、深度学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-22,https://job.example.com/42_00252
数据运营,上海,本科,3-5年,蓝帆数据有限公司,少于50人,外资,17-25K·13薪,"excel, 数据可视化, python, 用户增长, sql",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、数据可视化、python、用户增长、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00253
算法工程师,杭州,大专,3-5年,星途网络有限公司,50-150人,国企,1.6-2.3万/月,"算法, 推荐系统, nlp, 机器学习, 数据结构",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：算法、推荐系统、nlp、机器学习、数据结构。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-17,https://job.example.com/42_00254
数据挖掘工程师,成都,硕士,1-3年,星图智能有限公司,少于50人,外资,1.4-2.0万/月,"sql, 数据挖掘, 统计学, spark, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、数据挖掘、统计学、spark、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-04,https://job.example.com/42_00255
Python开发工程师,上海,本科,5-10年,云创网络有限公司,2000人以上,上市公司,19-27K·13薪,"flask, django, python, sql, docker",Python开发工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：flask、django、python、sql、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-29,https://job.example.com/42_00256
ETL工程师,杭州,本科,1-3年,云图数据有限公司,2000人以上,国企,1.4-2.4万/月,"数据仓库, python, sql, spark, etl",ETL工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据仓库、python、sql、spark、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-21,https://job.example.com/42_00257
数据挖掘工程师,广州,大专,3-5年,云数网络有限公司,50-150人,民营,1.5-2.4万/月,"sql, 数据挖掘, python, 机器学习, spark",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、数据挖掘、python、机器学习、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-31,https://job.example.com/42_00258
数据产品经理,北京,本科,3-5年,锐创数据有限公司,500-2000人,合资,16-23K·13薪,"sql, 数据可视化, excel, 产品设计, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、数据可视化、excel、产品设计、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-29,https://job.example.com/42_00259
数据运营,武汉,本科,5-10年,星合数据有限公司,50-150人,民营,17-23K,"数据可视化, 用户增长, 数据分析, python, excel",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据可视化、用户增长、数据分析、python、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00260
数据挖掘工程师,成都,硕士,3-5年,启图软件有限公司,500-2000人,国企,18-21K,"spark, python, 机器学习, sql, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：spark、python、机器学习、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-06,https://job.example.com/42_00261
数据挖掘工程师,广州,本科,3-5年,蓝帆智能有限公司,500-2000人,上市公司,1.5-2.2万/月,"pandas, python, spark, 机器学习, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pandas、python、spark、机器学习、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-11,https://job.example.com/42_00262
机器学习工程师,南京,硕士,1-3年,智脉数据有限公司,2000人以上,上市公司,15-25K·14薪,"tensorflow, 机器学习, pytorch, nlp, python",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：tensorflow、机器学习、pytorch、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-15,https://job.example.com/42_00263
Python开发工程师,深圳,硕士,1-3年,海合数据有限公司,2000人以上,民营,16-20K,"linux, python, django, 爬虫, docker",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：linux、python、django、爬虫、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-01,https://job.example.com/42_00264
数据挖掘工程师,北京,学历不限,3-5年,海创软件有限公司,50-150人,合资,1.8-2.6万/月,"统计学, sql, pandas, spark, 机器学习",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：统计学、sql、pandas、spark、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-15,https://job.example.com/42_00265
ETL工程师,上海,硕士,在校/应届,锐合网络有限公司,50-150人,民营,1.3-1.7万/月,"hive, spark, etl, sql, 数据仓库",ETL工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：hive、spark、etl、sql、数据仓库。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-06,https://job.example.com/42_00266
数据分析师,武汉,大专,在校/应届,启图智能有限公司,150-500人,外资,0.9-1.7万/月,"excel, pandas, numpy, 统计学, python",数据分析师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：excel、pandas、numpy、统计学、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00267
大数据开发工程师,武汉,学历不限,在校/应届,锐创软件有限公司,150-500人,外资,9-14K·16薪,"flink, hive, linux, sql, java",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：flink、hive、linux、sql、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00268
Python开发工程师,深圳,硕士,5-10年,智数智能有限公司,2000人以上,民营,20-24K·16薪,"django, linux, python, 爬虫, docker",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：django、linux、python、爬虫、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00269
数据产品经理,武汉,本科,经验不限,启创智能有限公司,150-500人,上市公司,面议,"sql, 需求分析, excel, 数据可视化, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、需求分析、excel、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00270
数据产品经理,南京,本科,在校/应届,锐创数据有限公司,2000人以上,国企,1.0-1.6万/月,"excel, 用户研究, sql, 数据可视化, 产品设计",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、用户研究、sql、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00271
数据分析师,广州,本科,1-3年,星创科技有限公司,少于50人,民营,15-23K·16薪,"统计学, numpy, pandas, excel, sql",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：统计学、numpy、pandas、excel、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-06,https://job.example.com/42_00272
机器学习工程师,深圳,硕士,1-3年,云创科技有限公司,2000人以上,外资,16-23K·14薪,"pytorch, python, 深度学习, nlp, 机器学习",机器学习工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：pytorch、python、深度学习、nlp、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-13,https://job.example.com/42_00273
大数据开发工程师,南京,硕士,3-5年,锐脉科技有限公司,500-2000人,民营,18-24K·15薪,"flink, spark, hadoop, sql, hive",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flink、spark、hadoop、sql、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00274
机器学习工程师,成都,硕士,1-3年,蓝途软件有限公司,150-500人,民营,14-24K,"pytorch, nlp, python, 深度学习, 机器学习",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pytorch、nlp、python、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-16,https://job.example.com/42_00275
机器学习工程师,杭州,本科,3-5年,海帆网络有限公司,50-150人,国企,16-24K,"nlp, 机器学习, tensorflow, 深度学习, python",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：nlp、机器学习、tensorflow、深度学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-14,https://job.example.com/42_00276
Python开发工程师,上海,大专,3-5年,锐数软件有限公司,2000人以上,外资,16-25K,"sql, flask, python, django, linux",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、flask、python、django、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-13,https://job.example.com/42_00277
数据挖掘工程师,北京,硕士,5-10年,启脉数据有限公司,500-2000人,民营,2.4-3.2万/月,"sql, spark, pandas, python, 数据挖掘",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、spark、pandas、python、数据挖掘。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00278
数据分析师,北京,大专,在校/应届,智数数据有限公司,2000人以上,外资,12-20K,"numpy, 数据可视化, python, pandas, sql",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：numpy、数据可视化、python、pandas、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00279
数据产品经理,武汉,本科,1-3年,星创数据有限公司,2000人以上,国企,1.3-1.9万/月,"excel, sql, 用户研究, 需求分析, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、sql、用户研究、需求分析、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-11,https://job.example.com/42_00280
BI工程师,武汉,本科,在校/应届,启帆智能有限公司,2000人以上,外资,1.0-1.7万/月,"excel, tableau, 数据可视化, sql, powerbi",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、tableau、数据可视化、sql、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-11,https://job.example.com/42_00281
ETL工程师,北京,硕士,经验不限,智图科技有限公司,500-2000人,外资,16-23K,"linux, etl, sql, python, spark",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：linux、etl、sql、python、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-03,https://job.example.com/42_00282
BI工程师,上海,本科,5-10年,蓝数智能有限公司,500-2000人,合资,2.1-2.8万/月,"excel, etl, tableau, powerbi, sql",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、etl、tableau、powerbi、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00283
数据挖掘工程师,广州,大专,5-10年,星数数据有限公司,150-500人,外资,1.7-2.6万/月,"数据挖掘, sql, pandas, 统计学, python",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据挖掘、sql、pandas、统计学、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00284
数据产品经理,成都,大专,3-5年,星图数据有限公司,150-500人,民营,14-18K,"用户研究, 产品设计, excel, 数据可视化, sql",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：用户研究、产品设计、excel、数据可视化、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-09,https://job.example.com/42_00285
数据产品经理,北京,本科,5-10年,星途软件有限公司,150-500人,国企,20-30K·15薪,"产品设计, 用户研究, 数据可视化, excel, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：产品设计、用户研究、数据可视化、excel、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-17,https://job.example.com/42_00286
数据挖掘工程师,广州,本科,经验不限,蓝创软件有限公司,50-150人,上市公司,14-23K·14薪,"统计学, 数据挖掘, spark, sql, 机器学习",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：统计学、数据挖掘、spark、sql、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00287
数据运营,杭州,本科,1-3年,启数数据有限公司,150-500人,民营,面议,"数据分析, sql, excel, python, 数据可视化",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据分析、sql、excel、python、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-15,https://job.example.com/42_00288
大数据开发工程师,南京,硕士,经验不限,智数智能有限公司,50-150人,民营,12-21K·14薪,"linux, flink, sql, hadoop, java",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：linux、flink、sql、hadoop、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00289
BI工程师,深圳,本科,3-5年,启图数据有限公司,2000人以上,上市公司,1.8-2.5万/月,"excel, 数据可视化, etl, sql, tableau",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、数据可视化、etl、sql、tableau。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00290
数据运营,杭州,硕士,在校/应届,锐合网络有限公司,2000人以上,合资,12-17K,"excel, sql, 数据分析, 用户增长, python",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、sql、数据分析、用户增长、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-08,https://job.example.com/42_00291
