title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link,salary_min,salary_max,salary_avg,skill_list,skill_count
数据挖掘工程师,杭州,大专,经验不限,云数智能有限公司,少于50人,合资,12-15K·13薪,"spark, python, 数据挖掘, sql, 机器学习",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、python、数据挖掘、sql、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-12,https://job.example.com/42_00180,12.0,15.0,13.5,"['spark', 'python', '数据挖掘', 'sql', '机器学习']",5
数据挖掘工程师,成都,本科,1-3年,云途科技有限公司,50-150人,民营,14-19K,"spark, python, pandas, 统计学, sql",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、python、pandas、统计学、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-05,https://job.example.com/42_00181,14.0,19.0,16.5,"['spark', 'python', 'pandas', '统计学', 'sql']",5
数据运营,武汉,本科,1-3年,蓝途智能有限公司,少于50人,国企,11-20K,"sql, 用户增长, 数据可视化, python, excel",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、用户增长、数据可视化、python、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00182,11.0,20.0,15.5,"['sql', '用户增长', '数据可视化', 'python', 'excel']",5
大数据开发工程师,杭州,本科,经验不限,锐脉网络有限公司,2000人以上,国企,14-20K·15薪,"hive, flink, java, hadoop, sql",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：hive、flink、java、hadoop、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00183,14.0,20.0,17.0,"['hive', 'flink', 'java', 'hadoop', 'sql']",5
机器学习工程师,广州,本科,1-3年,云脉软件有限公司,150-500人,民营,14-23K·13薪,"python, 机器学习, 深度学习, tensorflow, nlp",机器学习工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、机器学习、深度学习、tensorflow、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-08,https://job.example.com/42_00184,14.0,23.0,18.5,"['python', '机器学习', '深度学习', 'tensorflow', 'nlp']",5
数据挖掘工程师,杭州,本科,经验不限,锐途智能有限公司,50-150人,合资,面议,"机器学习, pandas, sql, 数据挖掘, spark",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：机器学习、pandas、sql、数据挖掘、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00185,,,,"['机器学习', 'pandas', 'sql', '数据挖掘', 'spark']",5
数据挖掘工程师,深圳,本科,1-3年,蓝帆科技有限公司,50-150人,国企,1.4-1.9万/月,"spark, 数据挖掘, sql, 统计学, 机器学习",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：spark、数据挖掘、sql、统计学、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-14,https://job.example.com/42_00186,14.0,19.0,16.5,"['spark', '数据挖掘', 'sql', '统计学', '机器学习']",5
数据挖掘工程师,南京,硕士,1-3年,蓝合网络有限公司,少于50人,民营,15-18K,"sql, python, pandas, 数据挖掘, 统计学",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、python、pandas、数据挖掘、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-12,https://job.example.com/42_00187,15.0,18.0,16.5,"['sql', 'python', 'pandas', '数据挖掘', '统计学']",5
数据挖掘工程师,上海,大专,在校/应届,蓝脉数据有限公司,少于50人,合资,1.0-1.4万/月,"数据挖掘, sql, pandas, python, spark",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据挖掘、sql、pandas、python、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00188,10.0,14.0,12.0,"['数据挖掘', 'sql', 'pandas', 'python', 'spark']",5
Python开发工程师,广州,本科,经验不限,海图科技有限公司,2000人以上,上市公司,11-14K,"python, linux, django, flask, sql",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、linux、django、flask、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-26,https://job.example.com/42_00189,11.0,14.0,12.5,"['python', 'linux', 'django', 'flask', 'sql']",5
数据产品经理,广州,本科,5-10年,锐合软件有限公司,500-2000人,民营,20-25K,"sql, 数据可视化, 用户研究, 需求分析, 产品设计",数据产品经理岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、数据可视化、用户研究、需求分析、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-28,https://job.example.com/42_00190,20.0,25.0,22.5,"['sql', '数据可视化', '用户研究', '需求分析', '产品设计']",5
数据挖掘工程师,杭州,本科,1-3年,启合智能有限公司,500-2000人,民营,薪资面议,"机器学习, python, pandas, spark, 数据挖掘",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、python、pandas、spark、数据挖掘。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00191,,,,"['机器学习', 'python', 'pandas', 'spark', '数据挖掘']",5
BI工程师,深圳,大专,5-10年,锐脉软件有限公司,150-500人,上市公司,19-26K,"etl, tableau, sql, excel, powerbi",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：etl、tableau、sql、excel、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-04,https://job.example.com/42_00192,19.0,26.0,22.5,"['etl', 'tableau', 'sql', 'excel', 'powerbi']",5
算法工程师,深圳,本科,5-10年,智创数据有限公司,50-150人,民营,19-26K·14薪,"数据结构, 机器学习, python, 深度学习, nlp",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据结构、机器学习、python、深度学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-08,https://job.example.com/42_00193,19.0,26.0,22.5,"['数据结构', '机器学习', 'python', '深度学习', 'nlp']",5
机器学习工程师,武汉,本科,5-10年,锐途网络有限公司,2000人以上,上市公司,面议,"机器学习, nlp, pytorch, 深度学习, tensorflow",机器学习工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、nlp、pytorch、深度学习、tensorflow。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00194,,,,"['机器学习', 'nlp', 'pytorch', '深度学习', 'tensorflow']",5
数据运营,杭州,本科,1-3年,锐合科技有限公司,150-500人,上市公司,14-22K·15薪,"excel, python, 数据分析, 用户增长, 数据可视化",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、python、数据分析、用户增长、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00195,14.0,22.0,18.0,"['excel', 'python', '数据分析', '用户增长', '数据可视化']",5
算法工程师,北京,本科,在校/应届,云数软件有限公司,2000人以上,民营,14-19K,"推荐系统, nlp, 算法, python, 机器学习",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：推荐系统、nlp、算法、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00196,14.0,19.0,16.5,"['推荐系统', 'nlp', '算法', 'python', '机器学习']",5
数据产品经理,成都,本科,3-5年,蓝图网络有限公司,50-150人,国企,1.6-1.9万/月,"用户研究, excel, sql, 数据可视化, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：用户研究、excel、sql、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00197,16.0,19.0,17.5,"['用户研究', 'excel', 'sql', '数据可视化', '产品设计']",5
ETL工程师,成都,不限,3-5年,蓝图科技有限公司,50-150人,外资,1.2-1.6万/月,"etl, linux, 数据仓库, sql, python",ETL工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：etl、linux、数据仓库、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-30,https://job.example.com/42_00198,12.0,16.0,14.0,"['etl', 'linux', '数据仓库', 'sql', 'python']",5
算法工程师,南京,本科,1-3年,海途科技有限公司,500-2000人,合资,1.2-2.1万/月,"算法, 数据结构, python, 机器学习, nlp",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：算法、数据结构、python、机器学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00199,12.0,21.0,16.5,"['算法', '数据结构', 'python', '机器学习', 'nlp']",5
BI工程师,成都,硕士,1-3年,智脉科技有限公司,150-500人,民营,14-18K,"sql, 数据可视化, tableau, excel, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、数据可视化、tableau、excel、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-22,https://job.example.com/42_00200,14.0,18.0,16.0,"['sql', '数据可视化', 'tableau', 'excel', 'etl']",5
BI工程师,广州,大专,经验不限,启图数据有限公司,2000人以上,合资,9-17K,"etl, sql, powerbi, 数据可视化, tableau",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：etl、sql、powerbi、数据可视化、tableau。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-25,https://job.example.com/42_00201,9.0,17.0,13.0,"['etl', 'sql', 'powerbi', '数据可视化', 'tableau']",5
BI工程师,杭州,大专,1-3年,锐脉软件有限公司,50-150人,民营,14-18K,"powerbi, tableau, sql, 数据可视化, etl",BI工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：powerbi、tableau、sql、数据可视化、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00202,14.0,18.0,16.0,"['powerbi', 'tableau', 'sql', '数据可视化', 'etl']",5
ETL工程师,南京,本科,经验不限,智途网络有限公司,500-2000人,合资,11-15K·15薪,"sql, etl, linux, hive, python",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、etl、linux、hive、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00203,11.0,15.0,13.0,"['sql', 'etl', 'linux', 'hive', 'python']",5
BI工程师,广州,本科,1-3年,启数数据有限公司,150-500人,上市公司,面议,"powerbi, tableau, 数据可视化, sql, etl",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：powerbi、tableau、数据可视化、sql、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-11,https://job.example.com/42_00204,,,,"['powerbi', 'tableau', '数据可视化', 'sql', 'etl']",5
算法工程师,武汉,不限,3-5年,锐图软件有限公司,2000人以上,国企,11-20K·16薪,"算法, 推荐系统, python, 深度学习, 机器学习",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：算法、推荐系统、python、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-05,https://job.example.com/42_00205,11.0,20.0,15.5,"['算法', '推荐系统', 'python', '深度学习', '机器学习']",5
数据运营,广州,本科,5-10年,云合科技有限公司,500-2000人,国企,1.8-2.5万/月,"用户增长, sql, 数据分析, excel, 数据可视化",数据运营岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：用户增长、sql、数据分析、excel、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-11,https://job.example.com/42_00206,18.0,25.0,21.5,"['用户增长', 'sql', '数据分析', 'excel', '数据可视化']",5
Python开发工程师,上海,硕士,3-5年,智途智能有限公司,2000人以上,上市公司,1.8-2.7万/月,"sql, flask, docker, django, 爬虫",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、flask、docker、django、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-20,https://job.example.com/42_00207,18.0,27.0,22.5,"['sql', 'flask', 'docker', 'django', '爬虫']",5
数据挖掘工程师,上海,本科,3-5年,启图软件有限公司,2000人以上,上市公司,17-24K·13薪,"spark, python, 数据挖掘, pandas, 机器学习",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：spark、python、数据挖掘、pandas、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00208,17.0,24.0,20.5,"['spark', 'python', '数据挖掘', 'pandas', '机器学习']",5
ETL工程师,武汉,本科,1-3年,蓝数科技有限公司,150-500人,外资,14-18K·16薪,"hive, linux, etl, sql, python",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：hive、linux、etl、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-30,https://job.example.com/42_00209,14.0,18.0,16.0,"['hive', 'linux', 'etl', 'sql', 'python']",5
数据挖掘工程师,杭州,大专,1-3年,星合数据有限公司,500-2000人,合资,1.4-1.7万/月,"spark, 数据挖掘, 统计学, sql, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：spark、数据挖掘、统计学、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-05,https://job.example.com/42_00210,14.0,17.0,15.5,"['spark', '数据挖掘', '统计学', 'sql', 'pandas']",5
数据挖掘工程师,上海,本科,3-5年,智帆科技有限公司,50-150人,民营,18-24K,"pandas, sql, 机器学习, python, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pandas、sql、机器学习、python、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-18,https://job.example.com/42_00211,18.0,24.0,21.0,"['pandas', 'sql', '机器学习', 'python', '统计学']",5
数据产品经理,武汉,大专,经验不限,启帆软件有限公司,2000人以上,上市公司,8-15K·15薪,"excel, 数据可视化, 需求分析, 产品设计, sql",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、数据可视化、需求分析、产品设计、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00212,8.0,15.0,11.5,"['excel', '数据可视化', '需求分析', '产品设计', 'sql']",5
Python开发工程师,杭州,本科,1-3年,海帆网络有限公司,500-2000人,上市公司,面议,"python, linux, flask, django, 爬虫",Python开发工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：python、linux、flask、django、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-31,https://job.example.com/42_00213,,,,"['python', 'linux', 'flask', 'django', '爬虫']",5
数据挖掘工程师,广州,硕士,5-10年,启合网络有限公司,500-2000人,外资,21-30K·14薪,"python, 机器学习, 数据挖掘, pandas, sql",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、机器学习、数据挖掘、pandas、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-14,https://job.example.com/42_00214,21.0,30.0,25.5,"['python', '机器学习', '数据挖掘', 'pandas', 'sql']",5
数据分析师,成都,硕士,3-5年,启途网络有限公司,150-500人,外资,1.8-2.5万/月,"数据可视化, 统计学, pandas, excel, numpy",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、统计学、pandas、excel、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-25,https://job.example.com/42_00215,18.0,25.0,21.5,"['数据可视化', '统计学', 'pandas', 'excel', 'numpy']",5
数据挖掘工程师,深圳,本科,5-10年,海途软件有限公司,150-500人,外资,2.1-3.0万/月,"spark, pandas, sql, 数据挖掘, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：spark、pandas、sql、数据挖掘、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-05,https://job.example.com/42_00216,21.0,30.0,25.5,"['spark', 'pandas', 'sql', '数据挖掘', '统计学']",5
ETL工程师,深圳,本科,3-5年,锐数数据有限公司,2000人以上,国企,19-24K·15薪,"linux, etl, 数据仓库, spark, hive",ETL工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、etl、数据仓库、spark、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-04,https://job.example.com/42_00217,19.0,24.0,21.5,"['linux', 'etl', '数据仓库', 'spark', 'hive']",5
数据运营,广州,大专,1-3年,启脉网络有限公司,150-500人,外资,14-18K·13薪,"python, excel, sql, 用户增长, 数据分析",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、excel、sql、用户增长、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-07,https://job.example.com/42_00218,14.0,18.0,16.0,"['python', 'excel', 'sql', '用户增长', '数据分析']",5
ETL工程师,上海,硕士,在校/应届,智脉数据有限公司,50-150人,国企,16-21K,"数据仓库, sql, spark, hive, etl",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据仓库、sql、spark、hive、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00219,16.0,21.0,18.5,"['数据仓库', 'sql', 'spark', 'hive', 'etl']",5
Python开发工程师,南京,本科,3-5年,星脉数据有限公司,2000人以上,国企,13-18K·14薪,"linux, docker, python, flask, 爬虫",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、docker、python、flask、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00220,13.0,18.0,15.5,"['linux', 'docker', 'python', 'flask', '爬虫']",5
BI工程师,武汉,硕士,1-3年,云数智能有限公司,50-150人,民营,1.4-2.0万/月,"数据可视化, sql, etl, powerbi, excel",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据可视化、sql、etl、powerbi、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00221,14.0,20.0,17.0,"['数据可视化', 'sql', 'etl', 'powerbi', 'excel']",5
算法工程师,杭州,本科,经验不限,智途网络有限公司,150-500人,合资,1.4-2.3万/月,"深度学习, 推荐系统, nlp, 机器学习, python",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：深度学习、推荐系统、nlp、机器学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00222,14.0,23.0,18.5,"['深度学习', '推荐系统', 'nlp', '机器学习', 'python']",5
数据挖掘工程师,成都,硕士,1-3年,星图数据有限公司,50-150人,民营,14-18K,"spark, 机器学习, 统计学, sql, python",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：spark、机器学习、统计学、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00223,14.0,18.0,16.0,"['spark', '机器学习', '统计学', 'sql', 'python']",5
数据分析师,武汉,大专,1-3年,海途科技有限公司,少于50人,民营,12-16K·14薪,"统计学, 数据可视化, excel, python, pandas",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：统计学、数据可视化、excel、python、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-03,https://job.example.com/42_00224,12.0,16.0,14.0,"['统计学', '数据可视化', 'excel', 'python', 'pandas']",5
数据产品经理,广州,本科,3-5年,蓝创智能有限公司,50-150人,合资,1.5-1.9万/月,"excel, 数据可视化, sql, 需求分析, 用户研究",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、数据可视化、sql、需求分析、用户研究。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-07,https://job.example.com/42_00225,15.0,19.0,17.0,"['excel', '数据可视化', 'sql', '需求分析', '用户研究']",5
Python开发工程师,上海,硕士,在校/应届,蓝帆科技有限公司,2000人以上,合资,1.6-2.4万/月,"flask, linux, docker, django, sql",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flask、linux、docker、django、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-01,https://job.example.com/42_00226,16.0,24.0,20.0,"['flask', 'linux', 'docker', 'django', 'sql']",5
数据分析师,北京,大专,经验不限,云图科技有限公司,150-500人,国企,12-19K·13薪,"python, 数据可视化, numpy, sql, 统计学",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、数据可视化、numpy、sql、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-07,https://job.example.com/42_00227,12.0,19.0,15.5,"['python', '数据可视化', 'numpy', 'sql', '统计学']",5
Python开发工程师,广州,不限,经验不限,云脉科技有限公司,少于50人,国企,1.0-1.8万/月,"爬虫, docker, django, flask, linux",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：爬虫、docker、django、flask、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-16,https://job.example.com/42_00228,10.0,18.0,14.0,"['爬虫', 'docker', 'django', 'flask', 'linux']",5
数据产品经理,杭州,大专,经验不限,启数软件有限公司,500-2000人,合资,10-14K,"sql, excel, 需求分析, 数据可视化, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、excel、需求分析、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00229,10.0,14.0,12.0,"['sql', 'excel', '需求分析', '数据可视化', '产品设计']",5
数据分析师,广州,本科,1-3年,启脉网络有限公司,2000人以上,民营,1.4-2.4万/月,"数据可视化, numpy, 统计学, excel, python",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据可视化、numpy、统计学、excel、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00230,14.0,24.0,19.0,"['数据可视化', 'numpy', '统计学', 'excel', 'python']",5
Python开发工程师,武汉,硕士,经验不限,智图智能有限公司,2000人以上,国企,1.3-1.7万/月,"python, docker, django, 爬虫, flask",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、docker、django、爬虫、flask。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00231,13.0,17.0,15.0,"['python', 'docker', 'django', '爬虫', 'flask']",5
机器学习工程师,南京,本科,3-5年,海帆智能有限公司,500-2000人,合资,1.3-2.3万/月,"nlp, tensorflow, 机器学习, 深度学习, python",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：nlp、tensorflow、机器学习、深度学习、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-12,https://job.example.com/42_00232,13.0,23.0,18.0,"['nlp', 'tensorflow', '机器学习', '深度学习', 'python']",5
机器学习工程师,成都,本科,经验不限,启合智能有限公司,500-2000人,民营,1.2-2.0万/月,"pytorch, 机器学习, tensorflow, nlp, python",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：pytorch、机器学习、tensorflow、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-16,https://job.example.com/42_00233,12.0,20.0,16.0,"['pytorch', '机器学习', 'tensorflow', 'nlp', 'python']",5
数据产品经理,北京,本科,1-3年,锐帆软件有限公司,150-500人,外资,1.6-2.6万/月,"产品设计, 数据可视化, 用户研究, excel, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：产品设计、数据可视化、用户研究、excel、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-13,https://job.example.com/42_00234,16.0,26.0,21.0,"['产品设计', '数据可视化', '用户研究', 'excel', '需求分析']",5
数据运营,南京,大专,3-5年,蓝数网络有限公司,2000人以上,上市公司,11-14K,"数据可视化, 用户增长, excel, 数据分析, python",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、用户增长、excel、数据分析、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00235,11.0,14.0,12.5,"['数据可视化', '用户增长', 'excel', '数据分析', 'python']",5
数据挖掘工程师,武汉,本科,1-3年,启脉数据有限公司,150-500人,民营,1.1-1.5万/月,"pandas, 机器学习, 统计学, python, spark",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pandas、机器学习、统计学、python、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-28,https://job.example.com/42_00236,11.0,15.0,13.0,"['pandas', '机器学习', '统计学', 'python', 'spark']",5
数据产品经理,广州,硕士,经验不限,智帆智能有限公司,50-150人,国企,薪资面议,"用户研究, 数据可视化, 产品设计, sql, 需求分析",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：用户研究、数据可视化、产品设计、sql、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00237,,,,"['用户研究', '数据可视化', '产品设计', 'sql', '需求分析']",5
BI工程师,武汉,硕士,3-5年,智帆数据有限公司,500-2000人,上市公司,1.7-2.5万/月,"tableau, powerbi, 数据可视化, excel, etl",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：tableau、powerbi、数据可视化、excel、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-10,https://job.example.com/42_00238,17.0,25.0,21.0,"['tableau', 'powerbi', '数据可视化', 'excel', 'etl']",5
机器学习工程师,深圳,本科,3-5年,锐创网络有限公司,少于50人,外资,19-26K·16薪,"nlp, 深度学习, pytorch, tensorflow, python",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：nlp、深度学习、pytorch、tensorflow、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-25,https://job.example.com/42_00239,19.0,26.0,22.5,"['nlp', '深度学习', 'pytorch', 'tensorflow', 'python']",5
